FIGHTER,HEIGHT_fighter,WEIGHT_fighter,REACH_fighter,STANCE_fighter,Fights,Win,DRAW,Lost,No_contest,TotalTime,KD_fighter,SUB.ATT_fighter,REV._fighter,CTRL_fighter,SIG.STR._landed_fighter,SIG.STR._attempts_fighter,TOTAL STR._landed_fighter,TOTAL STR._attempts_fighter,TD_landed_fighter,TD_attempts_fighter,HEAD_landed_fighter,HEAD_attempts_fighter,BODY_landed_fighter,BODY_attempts_fighter,LEG_landed_fighter,LEG_attempts_fighter,DISTANCE_landed_fighter,DISTANCE_attempts_fighter,CLINCH_landed_fighter,CLINCH_attempts_fighter,GROUND_landed_fighter,GROUND_attempts_fighter,KD_opponent,SUB.ATT_opponent,REV._opponent,CTRL_opponent,SIG.STR._landed_opponent,SIG.STR._attempts_opponent,TOTAL STR._landed_opponent,TOTAL STR._attempts_opponent,TD_landed_opponent,TD_attempts_opponent,HEAD_landed_opponent,HEAD_attempts_opponent,BODY_landed_opponent,BODY_attempts_opponent,LEG_landed_opponent,LEG_attempts_opponent,DISTANCE_landed_opponent,DISTANCE_attempts_opponent,CLINCH_landed_opponent,CLINCH_attempts_opponent,GROUND_landed_opponent,GROUND_attempts_opponent,form_score_fighter
Jonathan Goulet,72.0,170.0,73.0,Orthodox,9,4,0,5,0,3020,2.0,2.0,4.0,1223,81,193,216,349,14,20,55,161,13,16,13,16,38,111,16,31,27,51,8.0,10.0,0.0,905.0,101.0,188.0,167.0,259.0,11.0,20.0,84.0,170.0,9.0,10.0,8.0,8.0,42.0,100.0,9.0,13.0,50.0,75.0,0.71
Jonathan Martinez,68.0,135.0,70.0,Southpaw,14,10,0,4,0,11079,9.0,1.0,2.0,1625,839,1681,963,1823,5,14,470,1181,191,277,178,223,685,1485,60,71,94,125,4.0,4.0,3.0,1084.0,715.0,1676.0,861.0,1840.0,12.0,38.0,317.0,1194.0,242.0,318.0,156.0,164.0,600.0,1521.0,97.0,130.0,18.0,25.0,2.0
Jonathan Meunier,75.0,170.0,72.0,Switch,2,1,0,1,0,1554,0.0,0.0,0.0,80,90,178,145,238,1,3,49,116,14,23,27,39,63,141,16,23,11,14,1.0,2.0,0.0,722.0,37.0,122.0,111.0,213.0,7.0,17.0,24.0,100.0,7.0,12.0,6.0,10.0,15.0,80.0,4.0,10.0,18.0,32.0,0.5
Jonathan Pearce,72.0,145.0,71.0,Switch,8,5,0,3,0,4956,0.0,5.0,3.0,2379,360,677,701,1091,29,58,254,539,66,94,40,44,185,460,71,84,104,133,0.0,6.0,9.0,545.0,244.0,543.0,319.0,630.0,10.0,21.0,184.0,466.0,44.0,60.0,16.0,17.0,202.0,481.0,23.0,39.0,19.0,23.0,0.98
Jonathan Wiezorek,75.0,250.0,72.0,Southpaw,1,1,0,0,0,280,0.0,0.0,0.0,111,10,10,37,37,1,4,10,10,0,0,0,0,0,0,2,2,8,8,0.0,0.0,0.0,44.0,20.0,23.0,42.0,48.0,0.0,0.0,11.0,14.0,7.0,7.0,2.0,2.0,4.0,6.0,15.0,16.0,1.0,1.0,0.9
Jonathan Wilson,74.0,205.0,75.0,Southpaw,4,1,0,3,0,2401,2.0,0.0,0.0,141,117,243,124,250,1,1,87,209,21,24,9,10,95,213,14,21,8,9,1.0,3.0,1.0,358.0,226.0,516.0,270.0,565.0,1.0,5.0,154.0,422.0,49.0,70.0,23.0,24.0,123.0,369.0,58.0,96.0,45.0,51.0,0.21
Jonavin Webb,70.0,170.0,72.0,Orthodox,2,0,0,2,0,1800,1.0,2.0,0.0,214,44,144,69,173,5,16,32,121,10,18,2,5,31,117,9,17,4,10,0.0,0.0,1.0,565.0,68.0,194.0,115.0,250.0,3.0,5.0,36.0,146.0,14.0,19.0,18.0,29.0,33.0,142.0,8.0,12.0,27.0,40.0,0.0
Jonny Parsons,69.0,170.0,69.0,Orthodox,1,1,0,0,0,597,2.0,0.0,0.0,86,63,124,69,133,0,0,42,95,12,19,9,10,51,101,7,15,5,8,0.0,0.0,0.0,5.0,44.0,133.0,44.0,134.0,0.0,2.0,27.0,111.0,14.0,19.0,3.0,3.0,44.0,132.0,0.0,1.0,0.0,0.0,0.7
Jordan Espinosa,66.0,125.0,69.0,Orthodox,6,2,0,4,0,3836,0.0,0.0,0.0,185,243,496,314,575,3,8,138,361,44,55,61,80,175,409,47,60,21,27,0.0,2.0,0.0,1125.0,160.0,410.0,247.0,510.0,5.0,12.0,78.0,283.0,31.0,56.0,51.0,71.0,127.0,354.0,18.0,38.0,15.0,18.0,0.22
Jordan Griffin,70.0,145.0,73.0,Southpaw,5,1,0,4,0,4118,0.0,8.0,5.0,1133,169,355,229,424,7,19,146,327,21,25,2,3,127,290,11,13,31,52,0.0,4.0,4.0,1780.0,204.0,413.0,367.0,605.0,11.0,19.0,153.0,338.0,33.0,50.0,18.0,25.0,126.0,310.0,32.0,35.0,46.0,68.0,0.36
Jordan Johnson,74.0,205.0,79.0,Orthodox,4,4,0,0,0,3042,0.0,4.0,0.0,1339,175,367,384,628,11,26,152,335,13,19,10,13,118,288,8,15,49,64,0.0,0.0,0.0,20.0,134.0,291.0,163.0,322.0,0.0,3.0,84.0,231.0,28.0,35.0,22.0,25.0,113.0,256.0,19.0,32.0,2.0,3.0,2.9
Jordan Leavitt,69.0,155.0,71.0,Southpaw,7,4,0,3,0,3038,1.0,3.0,2.0,1006,136,221,381,517,7,31,29,79,34,61,73,81,113,185,16,24,7,12,0.0,8.0,1.0,958.0,99.0,229.0,266.0,420.0,7.0,10.0,37.0,132.0,45.0,60.0,17.0,37.0,69.0,190.0,9.0,10.0,21.0,29.0,1.22
Jordan Mein,72.0,170.0,73.0,Orthodox,9,5,0,4,0,5553,3.0,2.0,2.0,1446,281,593,371,697,14,23,186,478,41,55,54,60,202,451,28,46,51,96,1.0,5.0,0.0,1186.0,225.0,648.0,390.0,841.0,6.0,22.0,129.0,499.0,63.0,101.0,33.0,48.0,148.0,533.0,28.0,49.0,49.0,66.0,1.1
Jordan Radev,67.0,185.0,72.0,Southpaw,2,0,0,2,0,933,0.0,0.0,0.0,46,21,91,50,120,0,0,12,75,2,2,7,14,17,77,3,9,1,5,1.0,0.0,0.0,160.0,37.0,109.0,44.0,119.0,2.0,10.0,23.0,81.0,9.0,20.0,5.0,8.0,28.0,93.0,1.0,6.0,8.0,10.0,0.0
Jordan Rinaldi,70.0,145.0,72.0,Orthodox,5,2,0,3,0,3107,0.0,4.0,1.0,960,81,230,185,346,5,14,39,158,11,27,31,45,68,203,1,4,12,23,1.0,1.0,0.0,538.0,120.0,295.0,204.0,382.0,4.0,5.0,92.0,253.0,21.0,29.0,7.0,13.0,75.0,227.0,8.0,14.0,37.0,54.0,0.69
Jordan Vucenic,70.0,155.0,73.0,Orthodox,1,0,0,1,0,900,1.0,0.0,0.0,272,34,85,81,139,0,5,23,72,10,12,1,1,24,71,7,9,3,5,0.0,0.0,0.0,245.0,30.0,68.0,87.0,152.0,1.0,4.0,13.0,48.0,13.0,16.0,4.0,4.0,15.0,50.0,11.0,11.0,4.0,7.0,0.0
Jordan Williams,73.0,185.0,75.0,Southpaw,3,0,0,3,0,1376,0.0,0.0,0.0,195,65,183,99,226,1,5,48,161,8,13,9,9,56,170,9,13,0,0,1.0,6.0,1.0,386.0,97.0,158.0,114.0,178.0,2.0,10.0,70.0,128.0,19.0,20.0,8.0,10.0,71.0,123.0,18.0,21.0,8.0,14.0,0.0
Jordan Wright,74.0,205.0,77.0,Orthodox,7,2,0,5,0,2109,2.0,1.0,0.0,457,145,252,393,516,5,11,82,177,54,65,9,10,64,157,57,63,24,32,2.0,1.0,1.0,773.0,187.0,274.0,295.0,392.0,0.0,12.0,129.0,208.0,50.0,58.0,8.0,8.0,79.0,147.0,85.0,95.0,23.0,32.0,0.18
Jorge Gurgel,67.0,155.0,69.0,Orthodox,7,3,0,4,0,6288,0.0,1.0,2.0,1581,356,1075,575,1329,6,24,246,930,34,49,76,96,240,845,59,103,57,127,0.0,5.0,2.0,944.0,375.0,1013.0,696.0,1374.0,4.0,9.0,275.0,871.0,70.0,97.0,30.0,45.0,253.0,807.0,59.0,103.0,63.0,103.0,0.37
Jorge Lopez,70.0,170.0,72.0,Orthodox,2,0,0,2,0,1800,0.0,0.0,1.0,909,74,124,103,159,7,17,53,100,11,14,10,10,35,80,17,21,22,23,0.0,3.0,0.0,374.0,77.0,156.0,149.0,234.0,3.0,16.0,34.0,101.0,30.0,37.0,13.0,18.0,33.0,100.0,33.0,44.0,11.0,12.0,0.0
Jorge Masvidal,71.0,170.0,74.0,Orthodox,22,12,0,10,0,17618,9.0,7.0,1.0,2595,1170,2365,1654,2913,17,32,695,1734,281,369,194,262,808,1832,202,265,160,268,6.0,3.0,3.0,4530.0,901.0,2119.0,1544.0,2835.0,37.0,122.0,545.0,1603.0,216.0,341.0,140.0,175.0,698.0,1813.0,114.0,163.0,89.0,143.0,0.12
Jorge Patino,68.0,170.0,72.0,Orthodox,1,0,0,1,0,1260,0.0,1.0,0.0,0,19,88,21,90,1,6,5,69,1,2,13,17,16,83,2,4,1,1,0.0,0.0,0.0,0.0,27.0,71.0,71.0,115.0,3.0,3.0,9.0,44.0,4.0,9.0,14.0,18.0,20.0,62.0,2.0,4.0,5.0,5.0,0.0
Jorge Rivera,73.0,185.0,73.0,Orthodox,15,8,0,7,0,6939,8.0,1.0,4.0,2332,378,761,752,1208,7,14,243,594,86,104,49,63,114,343,165,253,99,165,5.0,9.0,2.0,2123.0,280.0,653.0,558.0,957.0,15.0,42.0,175.0,519.0,60.0,82.0,45.0,52.0,96.0,329.0,132.0,238.0,52.0,86.0,1.66
Jorge Santiago,73.0,170.0,75.0,Orthodox,6,1,0,5,0,3602,1.0,3.0,1.0,341,104,308,145,354,2,8,62,253,28,37,14,18,67,250,29,42,8,16,4.0,2.0,0.0,1398.0,151.0,350.0,315.0,546.0,8.0,20.0,91.0,273.0,17.0,27.0,43.0,50.0,80.0,231.0,19.0,28.0,52.0,91.0,0.0
Jorge de Oliveira,68.0,155.0,72.0,Orthodox,2,0,0,2,0,1092,0.0,0.0,0.0,0,23,72,73,130,0,0,10,51,8,11,5,10,16,64,7,8,0,0,0.0,5.0,0.0,742.0,88.0,171.0,153.0,249.0,7.0,9.0,82.0,163.0,5.0,6.0,1.0,2.0,21.0,50.0,1.0,1.0,66.0,120.0,0.0
Jose Aldo,67.0,135.0,70.0,Orthodox,22,14,0,8,0,21883,6.0,4.0,0.0,2641,1286,2825,1500,3074,13,25,865,2254,267,391,154,180,1153,2636,56,69,77,120,3.0,0.0,0.0,2994.0,1501.0,3643.0,2037.0,4253.0,9.0,107.0,912.0,2826.0,275.0,411.0,314.0,406.0,1176.0,3225.0,145.0,178.0,180.0,240.0,1.7
Jose Daniel Medina,72.0,185.0,74.0,Orthodox,1,0,0,1,0,900,0.0,0.0,0.0,72,32,74,53,97,1,2,20,55,5,12,7,7,30,72,1,1,1,1,0.0,1.0,1.0,357.0,75.0,129.0,101.0,162.0,5.0,9.0,42.0,85.0,20.0,30.0,13.0,14.0,57.0,101.0,2.0,4.0,16.0,24.0,0.0
Jose Johnson,72.0,125.0,71.0,Orthodox,3,1,0,2,0,2016,0.0,2.0,2.0,323,76,141,215,298,2,3,49,101,18,25,9,15,36,80,11,21,29,40,0.0,5.0,2.0,1239.0,64.0,130.0,154.0,258.0,12.0,23.0,33.0,84.0,11.0,21.0,20.0,25.0,28.0,77.0,15.0,19.0,21.0,34.0,0.53
Jose Maria,65.0,125.0,72.0,Orthodox,2,0,0,2,0,1162,0.0,3.0,0.0,129,62,116,80,136,3,11,22,62,8,17,32,37,47,100,12,13,3,3,0.0,0.0,0.0,389.0,77.0,162.0,132.0,220.0,6.0,9.0,45.0,123.0,22.0,28.0,10.0,11.0,27.0,97.0,19.0,23.0,31.0,42.0,0.0
Jose Quinonez,68.0,135.0,69.0,Southpaw,9,5,0,4,0,5677,3.0,4.0,1.0,1385,341,750,405,832,17,36,175,519,66,110,100,121,271,644,20,35,50,71,2.0,5.0,2.0,226.0,284.0,789.0,334.0,849.0,8.0,14.0,144.0,563.0,57.0,110.0,83.0,116.0,237.0,707.0,27.0,47.0,20.0,35.0,0.37
Jose Torres,64.0,125.0,65.0,Orthodox,2,1,0,1,0,701,0.0,0.0,1.0,42,51,138,55,142,1,3,36,118,12,17,3,3,37,120,9,12,5,6,1.0,0.0,0.0,196.0,115.0,231.0,130.0,246.0,2.0,8.0,84.0,192.0,25.0,32.0,6.0,7.0,79.0,186.0,25.0,34.0,11.0,11.0,0.6
Josefine Knutsson,63.0,115.0,60.0,Orthodox,2,2,0,0,0,1800,0.0,0.0,1.0,692,205,372,292,477,3,4,121,270,51,66,33,36,147,289,20,30,38,53,0.0,1.0,0.0,307.0,72.0,151.0,125.0,216.0,3.0,5.0,44.0,103.0,19.0,35.0,9.0,13.0,51.0,120.0,3.0,6.0,18.0,25.0,1.1
Joselyne Edwards,68.0,135.0,70.0,Orthodox,8,4,0,4,0,7200,0.0,3.0,7.0,1204,522,1007,839,1379,7,21,172,485,178,297,172,225,453,914,41,58,28,35,1.0,0.0,6.0,2521.0,395.0,779.0,638.0,1076.0,19.0,48.0,187.0,505.0,111.0,150.0,97.0,124.0,264.0,601.0,84.0,115.0,47.0,63.0,0.8
Joseph Benavidez,64.0,125.0,65.0,Southpaw,21,15,0,6,0,14412,6.0,4.0,3.0,2461,938,2543,1165,2799,24,78,505,1810,243,431,190,302,764,2271,111,174,63,98,5.0,5.0,1.0,1246.0,722.0,1682.0,893.0,1878.0,27.0,84.0,439.0,1292.0,206.0,289.0,77.0,101.0,536.0,1429.0,126.0,182.0,60.0,71.0,0.39
Joseph Gigliotti,71.0,185.0,72.0,Orthodox,2,0,0,2,0,1152,0.0,1.0,0.0,97,20,51,30,61,2,2,12,42,6,6,2,3,11,39,8,10,1,2,1.0,3.0,0.0,831.0,56.0,103.0,123.0,176.0,4.0,8.0,51.0,96.0,3.0,5.0,2.0,2.0,11.0,41.0,13.0,20.0,32.0,42.0,0.0
Joseph Holmes,76.0,185.0,80.0,Orthodox,4,1,0,3,0,1949,1.0,1.0,1.0,405,104,180,118,195,2,5,53,116,23,32,28,32,82,153,15,17,7,10,1.0,2.0,0.0,646.0,106.0,226.0,163.0,301.0,5.0,9.0,70.0,176.0,19.0,26.0,17.0,24.0,65.0,168.0,11.0,16.0,30.0,42.0,0.36
Joseph Morales,66.0,125.0,69.0,Switch,3,1,0,2,0,1710,1.0,5.0,0.0,113,45,121,54,132,1,2,31,102,10,13,4,6,24,79,2,7,19,35,1.0,1.0,1.0,911.0,49.0,125.0,101.0,185.0,10.0,13.0,34.0,102.0,10.0,17.0,5.0,6.0,25.0,83.0,1.0,2.0,23.0,40.0,0.36
Joseph Sandoval,67.0,135.0,72.0,Southpaw,2,0,0,2,0,99,0.0,0.0,0.0,0,3,7,3,7,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3.0,0.0,0.0,5.0,20.0,51.0,20.0,51.0,0.0,0.0,17.0,47.0,0.0,1.0,3.0,3.0,15.0,44.0,4.0,5.0,1.0,2.0,0.0
Josh Barnett,75.0,250.0,78.0,Orthodox,10,7,0,3,0,5513,1.0,5.0,1.0,1739,392,637,643,907,5,8,248,476,116,130,28,31,133,285,171,219,88,133,1.0,2.0,1.0,1736.0,220.0,445.0,330.0,567.0,9.0,22.0,145.0,352.0,42.0,51.0,33.0,42.0,113.0,282.0,75.0,113.0,32.0,50.0,1.53
Josh Bryant,70.0,185.0,72.0,Orthodox,1,0,0,1,0,492,0.0,0.0,0.0,0,9,45,9,45,0,2,7,38,1,2,1,5,9,45,0,0,0,0,1.0,0.0,0.0,5.0,50.0,88.0,50.0,88.0,0.0,0.0,28.0,62.0,4.0,4.0,18.0,22.0,43.0,74.0,4.0,6.0,3.0,8.0,0.0
Josh Clopton,66.0,145.0,72.0,Orthodox,2,0,0,2,0,1800,0.0,0.0,0.0,664,48,75,141,174,4,6,22,48,14,14,12,13,20,42,20,22,8,11,0.0,3.0,1.0,526.0,86.0,173.0,268.0,359.0,2.0,8.0,49.0,125.0,31.0,35.0,6.0,13.0,26.0,98.0,50.0,61.0,10.0,14.0,0.0
Josh Copeland,73.0,265.0,72.0,Orthodox,2,0,0,2,0,1692,0.0,0.0,0.0,10,29,92,39,102,0,0,20,79,8,12,1,1,19,74,10,18,0,0,1.0,0.0,0.0,406.0,85.0,190.0,116.0,226.0,3.0,7.0,49.0,146.0,23.0,29.0,13.0,15.0,60.0,156.0,15.0,17.0,10.0,17.0,0.0
Josh Culibao,70.0,145.0,73.0,Orthodox,8,3,0,5,0,6303,4.0,2.0,0.0,417,358,800,456,909,0,17,218,609,71,106,69,85,318,741,20,30,20,29,1.0,10.0,0.0,1983.0,319.0,796.0,453.0,951.0,11.0,32.0,184.0,594.0,76.0,119.0,59.0,83.0,216.0,642.0,35.0,55.0,68.0,99.0,0.41
Josh Emmett,66.0,145.0,70.0,Orthodox,14,10,0,4,0,10863,12.0,1.0,1.0,773,731,2012,791,2096,11,29,465,1633,157,255,109,124,611,1833,42,56,78,123,2.0,1.0,0.0,480.0,835.0,2151.0,956.0,2282.0,8.0,15.0,598.0,1817.0,124.0,195.0,113.0,139.0,737.0,2000.0,42.0,69.0,56.0,82.0,1.19
Josh Ferguson,65.0,125.0,72.0,Orthodox,2,0,0,2,0,1522,0.0,0.0,1.0,530,54,123,83,159,1,9,37,104,14,16,3,3,42,109,7,9,5,5,1.0,2.0,1.0,346.0,106.0,157.0,200.0,254.0,5.0,11.0,64.0,114.0,33.0,34.0,9.0,9.0,55.0,102.0,28.0,31.0,23.0,24.0,0.0
Josh Fremd,76.0,185.0,76.0,Orthodox,6,2,0,4,0,4113,0.0,5.0,3.0,961,173,389,275,501,3,12,84,265,54,75,35,49,135,336,28,40,10,13,1.0,5.0,1.0,1772.0,153.0,289.0,238.0,404.0,16.0,23.0,86.0,200.0,31.0,46.0,36.0,43.0,105.0,222.0,12.0,26.0,36.0,41.0,0.62
Josh Grispi,71.0,145.0,74.0,Orthodox,4,0,0,4,0,2789,0.0,4.0,0.0,478,40,107,76,144,7,16,14,69,10,18,16,20,30,86,5,13,5,8,1.0,1.0,2.0,1771.0,190.0,341.0,395.0,573.0,3.0,4.0,131.0,269.0,41.0,49.0,18.0,23.0,65.0,142.0,58.0,102.0,67.0,97.0,0.0
Josh Haynes,69.0,170.0,72.0,Orthodox,3,0,0,3,0,1919,1.0,0.0,1.0,250,40,178,63,204,2,11,24,154,10,16,6,8,22,137,9,19,9,22,3.0,4.0,0.0,434.0,129.0,273.0,152.0,296.0,4.0,7.0,88.0,226.0,34.0,39.0,7.0,8.0,78.0,194.0,38.0,60.0,13.0,19.0,0.0
Josh Hendricks,74.0,235.0,72.0,Southpaw,1,0,0,1,0,61,0.0,0.0,0.0,0,1,5,6,10,0,0,1,5,0,0,0,0,0,2,1,3,0,0,1.0,0.0,0.0,4.0,12.0,17.0,12.0,17.0,0.0,0.0,7.0,11.0,5.0,6.0,0.0,0.0,3.0,7.0,7.0,8.0,2.0,2.0,0.0
Josh Koscheck,70.0,170.0,73.0,Orthodox,25,15,0,10,0,14336,4.0,7.0,1.0,5529,428,1183,876,1654,40,83,322,1041,80,110,26,32,204,880,45,69,179,234,6.0,25.0,2.0,1464.0,527.0,1431.0,872.0,1797.0,10.0,28.0,319.0,1139.0,45.0,83.0,163.0,209.0,413.0,1275.0,74.0,97.0,40.0,59.0,0.0
Josh Neer,71.0,170.0,72.0,Orthodox,15,6,0,9,0,8998,1.0,13.0,2.0,1964,473,1059,752,1356,10,24,352,910,72,90,49,59,222,656,139,219,112,184,3.0,8.0,1.0,3298.0,544.0,1286.0,1016.0,1839.0,37.0,64.0,357.0,1047.0,137.0,184.0,50.0,55.0,317.0,910.0,156.0,229.0,71.0,147.0,0.44
Josh Parisian,76.0,265.0,79.0,Orthodox,7,2,0,5,0,4259,0.0,0.0,0.0,586,310,649,429,817,5,15,183,493,97,123,30,33,223,522,69,102,18,25,2.0,3.0,0.0,1788.0,346.0,594.0,700.0,992.0,14.0,24.0,258.0,503.0,57.0,60.0,31.0,31.0,233.0,457.0,82.0,98.0,31.0,39.0,0.27
Josh Quinlan,72.0,170.0,72.0,Orthodox,4,1,0,3,0,2607,1.0,0.0,0.0,54,145,356,145,356,1,9,75,271,30,39,40,46,141,352,2,2,2,2,1.0,0.0,0.0,67.0,280.0,605.0,284.0,609.0,2.0,6.0,199.0,492.0,60.0,87.0,21.0,26.0,271.0,592.0,2.0,4.0,7.0,9.0,0.21
Josh Rafferty,72.0,170.0,72.0,Orthodox,1,0,0,1,0,100,0.0,1.0,0.0,0,1,3,2,4,0,1,0,1,1,1,0,1,1,3,0,0,0,0,0.0,0.0,0.0,63.0,6.0,12.0,12.0,19.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,8.0,0.0
Josh Samman,75.0,185.0,79.0,Orthodox,5,3,0,2,0,2476,2.0,1.0,1.0,730,86,163,187,276,3,9,34,92,35,54,17,17,36,77,36,62,14,24,0.0,3.0,2.0,1285.0,102.0,156.0,319.0,385.0,6.0,9.0,84.0,132.0,17.0,22.0,1.0,2.0,13.0,38.0,14.0,18.0,75.0,100.0,1.2
Josh Sampo,64.0,125.0,64.0,Orthodox,4,1,0,3,0,2557,0.0,6.0,1.0,428,85,233,194,347,3,9,46,165,23,46,16,22,64,192,10,21,11,20,1.0,2.0,2.0,612.0,126.0,286.0,168.0,329.0,6.0,10.0,73.0,213.0,33.0,44.0,20.0,29.0,110.0,261.0,4.0,6.0,12.0,19.0,0.24
Josh Shockley,73.0,155.0,72.0,Orthodox,2,0,0,2,0,1197,0.0,1.0,0.0,115,28,84,47,107,0,2,20,65,7,17,1,2,17,58,8,20,3,6,0.0,1.0,0.0,588.0,35.0,88.0,70.0,126.0,5.0,13.0,19.0,61.0,10.0,19.0,6.0,8.0,20.0,62.0,6.0,7.0,9.0,19.0,0.0
Josh Shockman,76.0,235.0,72.0,Southpaw,1,0,0,1,0,900,0.0,0.0,0.0,27,13,40,50,83,0,0,1,22,2,7,10,11,13,40,0,0,0,0,0.0,0.0,0.0,622.0,13.0,31.0,106.0,132.0,10.0,13.0,12.0,30.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,13.0,24.0,0.0
Josh Stansbury,74.0,205.0,74.0,Orthodox,3,1,0,2,0,1881,0.0,2.0,0.0,722,101,185,241,330,0,5,69,147,17,23,15,15,64,134,22,28,15,23,1.0,0.0,0.0,306.0,111.0,246.0,188.0,329.0,1.0,8.0,71.0,191.0,24.0,36.0,16.0,19.0,85.0,199.0,18.0,31.0,8.0,16.0,0.22
Josh Thomson,70.0,155.0,71.0,Orthodox,7,3,0,4,0,5161,2.0,0.0,0.0,1213,197,457,291,557,11,30,98,313,41,66,58,78,128,335,37,63,32,59,3.0,8.0,1.0,870.0,247.0,522.0,402.0,689.0,7.0,12.0,131.0,339.0,65.0,113.0,51.0,70.0,168.0,416.0,36.0,50.0,43.0,56.0,0.21
Joshua Burkman,70.0,170.0,72.0,Orthodox,19,6,0,12,1,12108,2.0,4.0,1.0,3059,543,1245,664,1376,34,92,259,863,91,146,193,236,364,977,125,193,54,75,4.0,12.0,3.0,2064.0,632.0,1315.0,1086.0,1797.0,14.0,51.0,396.0,1002.0,130.0,184.0,106.0,129.0,402.0,996.0,160.0,232.0,70.0,87.0,0.0
Joshua Van,65.0,125.0,65.0,Orthodox,5,4,0,1,0,3891,1.0,0.0,0.0,419,544,1008,705,1194,7,11,356,783,134,167,54,58,489,937,37,46,18,25,1.0,1.0,1.0,274.0,395.0,955.0,416.0,984.0,3.0,18.0,218.0,704.0,85.0,135.0,92.0,116.0,384.0,935.0,9.0,17.0,2.0,3.0,1.97
Joshua Weems,68.0,135.0,69.0,Orthodox,1,0,0,1,0,247,0.0,0.0,0.0,63,18,26,22,32,2,3,9,15,6,7,3,4,12,19,6,7,0,0,0.0,1.0,0.0,56.0,9.0,23.0,15.0,30.0,0.0,2.0,8.0,21.0,0.0,0.0,1.0,2.0,8.0,21.0,0.0,1.0,1.0,1.0,0.0
Josiane Nunes,62.0,135.0,67.0,Southpaw,5,3,0,2,0,3894,3.0,0.0,0.0,204,351,820,379,851,0,0,237,655,78,122,36,43,299,740,43,63,9,17,0.0,0.0,0.0,651.0,353.0,734.0,419.0,806.0,5.0,12.0,219.0,570.0,73.0,101.0,61.0,63.0,319.0,686.0,18.0,22.0,16.0,26.0,0.89
Journey Newson,65.0,135.0,67.0,Orthodox,6,1,0,4,1,3202,1.0,1.0,0.0,120,141,433,174,477,2,12,55,298,41,70,45,65,128,419,4,5,9,9,2.0,1.0,0.0,620.0,137.0,391.0,181.0,442.0,9.0,16.0,72.0,298.0,32.0,53.0,33.0,40.0,113.0,359.0,14.0,20.0,10.0,12.0,0.22
Juan Adams,77.0,265.0,80.0,Orthodox,4,1,0,3,0,1722,0.0,0.0,0.0,360,177,347,238,410,2,3,136,300,31,35,10,12,98,251,43,51,36,45,1.0,0.0,0.0,396.0,128.0,191.0,161.0,228.0,3.0,4.0,102.0,162.0,19.0,22.0,7.0,7.0,67.0,122.0,23.0,29.0,38.0,40.0,0.27
Juan Espino,75.0,255.0,80.0,Orthodox,3,2,0,1,0,1109,0.0,3.0,0.0,532,44,62,109,137,11,14,36,51,6,6,2,5,9,24,9,9,26,29,0.0,0.0,0.0,341.0,36.0,60.0,70.0,97.0,2.0,4.0,23.0,46.0,8.0,8.0,5.0,6.0,8.0,22.0,10.0,11.0,18.0,27.0,1.13
Juan Manuel Puig,69.0,145.0,72.0,Orthodox,2,0,0,2,0,159,0.0,0.0,0.0,0,13,55,13,55,0,0,4,40,1,1,8,14,13,55,0,0,0,0,2.0,0.0,0.0,9.0,19.0,39.0,20.0,40.0,0.0,0.0,19.0,39.0,0.0,0.0,0.0,0.0,12.0,28.0,0.0,2.0,7.0,9.0,0.0
Juancamilo Ronderos,63.0,125.0,64.0,Southpaw,2,0,0,2,0,331,0.0,0.0,0.0,82,12,39,58,89,1,3,5,31,2,2,5,6,9,31,3,5,0,3,0.0,4.0,1.0,102.0,12.0,33.0,12.0,33.0,0.0,0.0,6.0,23.0,5.0,9.0,1.0,1.0,12.0,33.0,0.0,0.0,0.0,0.0,0.0
Jules Bruchez,72.0,205.0,72.0,Southpaw,1,0,0,1,0,87,0.0,0.0,0.0,0,1,2,3,4,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0.0,2.0,0.0,65.0,8.0,15.0,13.0,20.0,1.0,1.0,8.0,15.0,0.0,0.0,0.0,0.0,5.0,11.0,2.0,3.0,1.0,1.0,0.0
Julia Avila,67.0,135.0,68.0,Orthodox,5,3,0,2,0,3356,1.0,1.0,2.0,676,145,331,261,476,2,6,100,274,27,37,18,20,106,277,30,43,9,11,0.0,4.0,2.0,1643.0,160.0,325.0,335.0,537.0,9.0,18.0,132.0,283.0,16.0,25.0,12.0,17.0,93.0,233.0,11.0,20.0,56.0,72.0,1.2
Julia Polastri,62.0,115.0,63.0,Orthodox,1,0,0,1,0,900,0.0,1.0,0.0,274,64,122,86,152,3,3,38,83,19,29,7,10,43,91,3,6,18,25,0.0,0.0,1.0,43.0,124.0,244.0,145.0,271.0,0.0,0.0,68.0,173.0,31.0,43.0,25.0,28.0,109.0,220.0,12.0,19.0,3.0,5.0,0.0
Julian Erosa,73.0,145.0,74.0,Southpaw,15,8,0,7,0,7091,1.0,7.0,0.0,1037,715,1491,881,1681,14,28,459,1143,188,266,68,82,571,1294,114,162,30,35,8.0,3.0,2.0,1087.0,734.0,1447.0,915.0,1656.0,12.0,29.0,547.0,1206.0,95.0,126.0,92.0,115.0,602.0,1240.0,78.0,120.0,54.0,87.0,1.92
